user_id,user_uuid,org_name,email,first_name,last_name,summary_date,leads_added_today,leads_added_week,leads_added_month,total_leads_created,calls_made_today,emails_sent_today,meetings_scheduled_today,leads_contacted_today,tasks_completed_today,tasks_due_today,total_pending_tasks,task_completion_rate,lead_velocity_daily,engagement_score,is_active_today,daily_engagement_rank,week_number,year_month
838,2a897d25-45ea-4d66-aa22-c24d15826c87,HighGround Tech,charlotte.baker940@crm.app,Charlotte,Baker,2026-05-05,1,11,11,859,10,4,1,13,5,2,4,0.7142857142857143,1.5714285714285714,78,True,374.0,19,2026-05
839,631fd1f9-dc62-410c-9e01-79366e336138,HighGround Tech,richard.reddy831@gmail.com,Richard,Reddy,2026-05-05,0,1,1,106,0,3,1,2,1,4,7,0.2,0.14285714285714285,16,True,1369.0,19,2026-05
840,98fc973c-9679-4f7d-88e1-b683cce2262e,HighGround Tech,isabella.wang476@outlook.com,Isabella,Wang,2026-05-05,4,7,42,148,0,11,1,4,0,4,6,0.0,1.0,51,True,754.0,19,2026-05
841,e50c4083-1511-404e-88a0-607b939948fd,Insightful AI,oliver.campbell538@company.io,Oliver,Campbell,2026-05-05,4,4,69,118,8,2,0,2,7,4,19,0.6363636363636364,0.5714285714285714,55,True,697.0,19,2026-05
842,87f62f0a-6039-486e-b11f-a013043364c3,Insightful AI,suresh.kumar719@yahoo.com,Suresh,Kumar,2026-05-05,1,1,4,276,1,2,1,0,0,6,6,0.0,0.14285714285714285,16,True,1369.0,19,2026-05
843,daf66cc0-b579-4310-8f8e-d4ef989eabdf,Insightful AI,logan.jones28@company.io,Logan,Jones,2026-05-05,4,5,11,97,2,6,0,5,1,1,7,0.5,0.7142857142857143,45,True,845.0,19,2026-05
844,4d4d0cf8-d95d-4c8f-abea-36d1b70225bd,Insightful AI,lucas.harris17@crm.app,Lucas,Harris,2026-05-05,3,16,63,283,15,5,0,16,5,6,17,0.45454545454545453,2.2857142857142856,104,True,149.0,19,2026-05
845,6d2f11aa-0650-4712-b536-a1defc3eb6ad,Insightful AI,charles.lopez292@company.io,Charles,Lopez,2026-05-05,3,3,42,200,11,9,2,15,4,6,47,0.4,0.42857142857142855,107,True,130.0,19,2026-05
846,d6fd1f5a-6a83-4fc8-8f75-045a64b2d81b,Insightful AI,arun.wilson331@crm.app,Arun,Wilson,2026-05-05,0,0,0,8,3,2,1,4,1,1,6,0.5,0.0,27,True,1177.0,19,2026-05
847,81c13c6c-8417-4387-b54d-344e54fadeec,Insightful AI,oliver.evans23@startup.ai,Oliver,Evans,2026-05-05,0,2,2,84,10,5,0,13,1,2,13,0.3333333333333333,0.2857142857142857,67,True,517.0,19,2026-05
848,26d496a6-ab57-4940-a5b1-6e701998db9c,Insightful AI,charles.hill213@techcorp.net,Charles,Hill,2026-05-05,4,4,16,471,4,0,1,2,6,5,9,0.5454545454545454,0.5714285714285714,43,True,871.0,19,2026-05
849,79cc4498-2b45-41a7-a015-f7f1ef65559e,Insightful AI,arjun.davis308@gmail.com,Arjun,Davis,2026-05-05,1,18,25,254,13,12,1,16,6,0,20,1.0,2.5714285714285716,110,True,113.0,19,2026-05
850,6d2477f2-e12d-49c6-ae43-2757b70797f8,Juno Retail,richard.patel525@techcorp.net,Richard,Patel,2026-05-05,5,7,20,598,7,7,1,8,3,3,7,0.5,1.0,79,True,370.0,19,2026-05
851,5cb2d52a-dc50-4eed-bf04-f042c32590a1,Juno Retail,jessica.taylor312@enterprise.com,Jessica,Taylor,2026-05-05,5,7,37,216,0,7,0,1,0,5,10,0.0,1.0,36,True,1004.0,19,2026-05
852,95340dfe-085e-4a91-b4da-e7d63063cafe,Juno Retail,liam.campbell924@salesteam.co,Liam,Campbell,2026-05-05,5,5,60,689,11,13,1,14,7,3,20,0.7,0.7142857142857143,119,True,76.0,19,2026-05
853,337d6d4c-1281-43cd-84a8-ae0e21be7722,Juno Retail,vikram.joshi430@salesteam.co,Vikram,Joshi,2026-05-05,1,4,24,100,10,3,0,9,5,4,13,0.5555555555555556,0.5714285714285714,63,True,585.0,19,2026-05
854,54135a0b-749d-43ce-97e7-89483edf9231,Juno Retail,john.iyer382@startup.ai,John,Iyer,2026-05-05,2,2,8,357,10,2,1,6,0,0,0,0.0,0.2857142857142857,59,True,641.0,19,2026-05
855,f48ba12f-8559-407f-8de1-a21b88d79a97,Kinetic Partners,patricia.thomas835@enterprise.com,Patricia,Thomas,2026-05-05,5,18,33,636,8,3,3,4,0,6,7,0.0,2.5714285714285716,73,True,439.0,19,2026-05
856,28ece9d5-bab9-41fb-9270-7dc52437c22c,Kinetic Partners,liam.evans783@startup.ai,Liam,Evans,2026-05-05,1,1,14,483,0,8,2,1,4,2,9,0.6666666666666666,0.14285714285714285,36,True,1004.0,19,2026-05
857,c685638b-0717-4480-88dc-c6245928a8f6,Kinetic Partners,amelia.lopez509@startup.ai,Amelia,Lopez,2026-05-05,8,9,31,846,10,2,2,7,4,4,17,0.5,1.2857142857142858,94,True,223.0,19,2026-05
858,fd793e73-5e87-4edd-b9fe-f4ac312ab234,Landmark Advisory,michael.johnson953@outlook.com,Michael,Johnson,2026-05-05,5,17,38,206,2,6,0,2,5,6,18,0.45454545454545453,2.4285714285714284,47,True,814.0,19,2026-05
859,e8025261-57a2-4d20-a4ef-b36f01550a50,Landmark Advisory,noah.garcia358@company.io,Noah,Garcia,2026-05-05,8,26,26,648,12,10,2,16,3,2,66,0.6,3.7142857142857144,133,True,41.0,19,2026-05
860,bd28feb9-8692-4c55-b5f2-fcd8f5fbacac,Landmark Advisory,noah.wilson966@yahoo.com,Noah,Wilson,2026-05-05,1,1,6,200,1,9,1,9,1,1,7,0.5,0.14285714285714285,49,True,784.0,19,2026-05
861,3f9377d8-4dc9-457c-b22e-956ed32f8ab8,Landmark Advisory,robert.park322@outlook.com,Robert,Park,2026-05-05,3,5,8,238,8,1,2,1,3,6,10,0.3333333333333333,0.7142857142857143,53,True,725.0,19,2026-05
862,df227c16-f25e-48b0-8f10-2d7b7a871c9c,Landmark Advisory,sarah.martin334@enterprise.com,Sarah,Martin,2026-05-05,0,1,10,109,3,0,1,3,0,0,0,0.0,0.14285714285714285,20,True,1297.0,19,2026-05
863,f1467257-cc3f-4c5f-b09a-19ba7afed23e,Landmark Advisory,logan.taylor138@yahoo.com,Logan,Taylor,2026-05-05,4,10,21,170,3,4,1,1,3,5,7,0.375,1.4285714285714286,43,True,871.0,19,2026-05
864,f99397dd-6d49-4be3-b91a-a4848f062585,Landmark Advisory,william.rodriguez565@business.org,William,Rodriguez,2026-05-05,0,2,4,72,0,2,1,0,0,0,1,0.0,0.2857142857142857,9,True,1498.0,19,2026-05
865,daded873-34e7-4127-b4a1-cbb970230330,Landmark Advisory,elijah.lee410@gmail.com,Elijah,Lee,2026-05-05,6,6,83,106,10,6,3,8,7,3,16,0.7,0.8571428571428571,104,True,149.0,19,2026-05
866,f69a5993-28ff-44ec-848d-57bd43ca65a1,Landmark Advisory,emma.park949@salesteam.co,Emma,Park,2026-05-05,1,1,10,372,0,4,1,4,1,0,4,1.0,0.14285714285714285,26,True,1194.0,19,2026-05
867,cbdca792-8d5a-4b06-a4b3-a462a7529181,Landmark Advisory,priya.davis779@enterprise.com,Priya,Davis,2026-05-05,0,15,36,368,11,3,2,7,7,5,5,0.5833333333333334,2.142857142857143,70,True,480.0,19,2026-05
868,a0083bb8-31aa-4685-b413-940358c277ac,Landmark Advisory,jessica.carter58@crm.app,Jessica,Carter,2026-05-05,3,6,13,115,2,4,0,2,1,2,16,0.3333333333333333,0.8571428571428571,31,True,1101.0,19,2026-05
869,5353de00-dec1-4bfb-bbfc-5eeee48c4d2e,Landmark Advisory,amelia.wang923@gmail.com,Amelia,Wang,2026-05-05,6,6,33,170,16,0,3,8,5,4,10,0.5555555555555556,0.8571428571428571,108,True,121.0,19,2026-05
870,9fce3aef-62ab-4f7e-a8b2-0c6796a27768,Landmark Advisory,mason.chen343@outlook.com,Mason,Chen,2026-05-05,0,1,2,73,2,2,1,1,1,1,4,0.5,0.14285714285714285,18,True,1336.0,19,2026-05
871,f08d6e3b-e71a-40f2-ac8e-f1c78cfa0dbe,Landmark Advisory,meena.taylor343@company.io,Meena,Taylor,2026-05-05,1,2,25,276,5,5,0,0,2,2,10,0.5,0.2857142857142857,31,True,1101.0,19,2026-05
872,82763a1f-c401-4da6-8158-ba357fa54124,Landmark Advisory,noah.wilson313@crm.app,Noah,Wilson,2026-05-05,1,1,5,92,1,3,0,2,1,4,7,0.2,0.14285714285714285,18,True,1336.0,19,2026-05
873,8264fac5-162b-4949-9137-f892c847ddf4,Landmark Advisory,suresh.johnson354@company.io,Suresh,Johnson,2026-05-05,2,17,34,317,11,8,1,13,5,5,9,0.5,2.4285714285714284,93,True,229.0,19,2026-05
874,85556c89-40ce-4186-9d3b-9b82acd0e467,Landmark Advisory,john.hernandez88@techcorp.net,John,Hernandez,2026-05-05,6,6,36,758,11,12,3,20,7,0,25,1.0,0.8571428571428571,143,True,23.0,19,2026-05
875,3f662d9d-7f78-4958-8297-62ced1c05dd2,Landmark Advisory,priya.garcia683@crm.app,Priya,Garcia,2026-05-05,4,12,58,89,5,8,1,8,4,5,20,0.4444444444444444,1.7142857142857142,72,True,455.0,19,2026-05
876,f1d95b1e-d102-4a31-8f17-17d96da111fc,Landmark Advisory,john.chen20@techcorp.net,John,Chen,2026-05-05,0,10,21,252,4,6,0,7,1,5,9,0.16666666666666666,1.4285714285714286,39,True,944.0,19,2026-05
877,25384075-222c-417a-9387-d6dd277f2194,Landmark Advisory,anjali.adams475@business.org,Anjali,Adams,2026-05-05,1,2,9,46,3,2,1,2,1,0,0,1.0,0.2857142857142857,27,True,1177.0,19,2026-05
878,eb5acd61-ba91-4fe8-8330-9ed810c99715,Landmark Advisory,michael.reddy547@techcorp.net,Michael,Reddy,2026-05-05,3,3,3,302,16,1,3,12,1,0,0,1.0,0.42857142857142855,102,True,163.0,19,2026-05
879,61ff23e5-942c-459d-8cff-b1e6c99e0ab9,Landmark Advisory,richard.iyer172@company.io,Richard,Iyer,2026-05-05,1,4,10,226,2,0,1,2,1,7,9,0.125,0.5714285714285714,20,True,1297.0,19,2026-05
880,2c8104cd-6794-4d23-bbc5-063d37300b8d,Landmark Advisory,anjali.reddy38@yahoo.com,Anjali,Reddy,2026-05-05,0,1,13,222,7,8,1,5,4,5,14,0.4444444444444444,0.14285714285714285,56,True,684.0,19,2026-05
881,248a912f-4a40-48c6-8f32-cea128f6ab6e,Landmark Advisory,sarah.hall563@crm.app,Sarah,Hall,2026-05-05,1,3,33,212,3,5,0,3,1,4,19,0.2,0.42857142857142855,30,True,1117.0,19,2026-05
882,a0b11fe5-027f-401f-9a4d-baad75ec12aa,Maverick Labs,olivia.carter318@crm.app,Olivia,Carter,2026-05-05,1,1,30,275,0,0,1,0,3,2,22,0.6,0.14285714285714285,12,True,1439.0,19,2026-05
883,5e8dba94-9201-4e2e-9328-b6df7b406b2b,Maverick Labs,mary.park179@techcorp.net,Mary,Park,2026-05-05,0,3,16,167,4,2,1,6,2,1,1,0.6666666666666666,0.42857142857142855,35,True,1025.0,19,2026-05
884,7158810c-cbc8-42c5-85ae-462a7109bbcd,NovaStar Group,sophia.martin404@techcorp.net,Sophia,Martin,2026-05-05,2,2,7,174,5,1,0,3,4,1,1,0.8,0.2857142857142857,35,True,1025.0,19,2026-05
885,5bb5598c-7b7d-4c17-a597-5c12b2349e2e,NovaStar Group,jessica.mehta858@startup.ai,Jessica,Mehta,2026-05-05,3,5,29,349,0,3,0,3,5,6,16,0.45454545454545453,0.7142857142857143,29,True,1137.0,19,2026-05
886,c66f6281-39da-4907-9e5d-bccac4f744cd,NovaStar Group,logan.chen446@yahoo.com,Logan,Chen,2026-05-05,1,1,1,448,17,16,4,25,0,3,42,0.0,0.14285714285714285,157,True,5.0,19,2026-05
887,61ae46cf-2a39-4ab5-bf03-0e6a36e61c4b,NovaStar Group,joseph.hall166@startup.ai,Joseph,Hall,2026-05-05,6,6,18,827,1,9,3,10,7,0,0,1.0,0.8571428571428571,87,True,281.0,19,2026-05
888,ac163203-d17f-4140-a81c-60f97df731d8,NovaStar Group,charlotte.brown127@salesteam.co,Charlotte,Brown,2026-05-05,1,1,7,19,1,1,0,1,0,0,0,0.0,0.14285714285714285,11,True,1457.0,19,2026-05
889,ee3bf826-7ce0-4e07-a75b-38d8b0c0c253,NovaStar Group,barbara.baker238@company.io,Barbara,Baker,2026-05-05,4,10,66,321,10,4,3,9,1,2,8,0.3333333333333333,1.4285714285714286,88,True,274.0,19,2026-05
890,6745ab02-32d2-43dc-9dff-54f6fe9712f4,NovaStar Group,lisa.brown930@yahoo.com,Lisa,Brown,2026-05-05,0,1,6,125,1,0,1,1,0,6,8,0.0,0.14285714285714285,10,True,1479.0,19,2026-05
891,f86cb24d-7b65-482a-aa84-755408407fbc,NovaStar Group,priya.garcia987@startup.ai,Priya,Garcia,2026-05-05,3,4,6,310,6,0,0,3,1,2,2,0.3333333333333333,0.5714285714285714,37,True,982.0,19,2026-05
892,3a50b257-5e49-4e57-b5b6-1988414eed54,NovaStar Group,jennifer.carter781@business.org,Jennifer,Carter,2026-05-05,0,5,49,86,9,11,3,6,4,5,53,0.4444444444444444,0.7142857142857143,80,True,362.0,19,2026-05
893,eec579e6-12ce-4490-b50b-2519e49f6974,NovaStar Group,ethan.iyer852@yahoo.com,Ethan,Iyer,2026-05-05,0,3,11,14,2,2,1,0,1,6,6,0.14285714285714285,0.42857142857142855,16,True,1369.0,19,2026-05
894,97c1b949-9c74-487f-9ac7-96f4597c0e73,NovaStar Group,suresh.smith864@startup.ai,Suresh,Smith,2026-05-05,3,9,31,150,7,7,1,9,1,5,5,0.16666666666666666,1.2857142857142858,71,True,466.0,19,2026-05
895,248518ba-7635-4f17-a97e-5dbbafea6608,NovaStar Group,vikram.anderson509@business.org,Vikram,Anderson,2026-05-05,3,11,17,853,0,2,0,2,5,6,22,0.45454545454545453,1.5714285714285714,25,True,1208.0,19,2026-05
896,03492c2b-481a-485a-b39a-7e2115ff5e05,NovaStar Group,mary.nair580@enterprise.com,Mary,Nair,2026-05-05,4,16,21,705,8,8,2,9,4,0,21,1.0,2.2857142857142856,88,True,274.0,19,2026-05
897,0859fd9f-76a5-4d31-b657-475d057dd022,NovaStar Group,david.sharma359@enterprise.com,David,Sharma,2026-05-05,1,1,77,702,12,0,1,0,7,1,15,0.875,0.14285714285714285,52,True,741.0,19,2026-05
898,1ca4b4ad-c8ae-4e69-937c-f51c7283c99a,NovaStar Group,john.garcia637@techcorp.net,John,Garcia,2026-05-05,2,11,23,477,9,1,1,10,3,0,22,1.0,1.5714285714285714,65,True,556.0,19,2026-05
899,ff6bee68-ee47-4f05-b93d-3a5d6a6f0754,NovaStar Group,james.johnson332@yahoo.com,James,Johnson,2026-05-05,1,6,16,197,1,4,3,3,2,7,8,0.2222222222222222,0.8571428571428571,38,True,967.0,19,2026-05
900,e89dca6c-88e5-479c-8361-c7babc79451a,NovaStar Group,karen.hernandez846@gmail.com,Karen,Hernandez,2026-05-05,0,1,1,217,6,2,1,7,2,2,2,0.5,0.14285714285714285,43,True,871.0,19,2026-05
901,4c266de4-37f3-43b5-9dc7-82538cfdb2b3,NovaStar Group,amelia.miller636@business.org,Amelia,Miller,2026-05-05,0,0,2,33,0,1,0,1,0,1,1,0.0,0.0,4,True,1578.0,19,2026-05
902,bcb64807-1c24-4f87-bf90-a90df054e1eb,NovaStar Group,priya.wang988@techcorp.net,Priya,Wang,2026-05-05,2,11,30,985,9,14,1,18,1,3,19,0.25,1.5714285714285714,105,True,142.0,19,2026-05
903,6a145e05-4340-4793-92c8-dc2730c621c2,NovaStar Group,susan.martin669@crm.app,Susan,Martin,2026-05-05,6,7,17,640,11,15,0,10,3,0,46,1.0,1.0,110,True,113.0,19,2026-05
904,4ad49134-0f96-4fdd-9f8d-4d5f3ef74082,NovaStar Group,karen.wang663@gmail.com,Karen,Wang,2026-05-05,2,2,31,63,4,2,3,3,1,0,30,1.0,0.2857142857142857,46,True,831.0,19,2026-05
905,404028f6-44e0-4176-aa7d-4f6bf3e4447c,NovaStar Group,suresh.baker237@gmail.com,Suresh,Baker,2026-05-05,5,7,31,185,6,9,0,0,1,3,30,0.25,1.0,57,True,676.0,19,2026-05
906,efdbbda0-a3b6-4189-b1e5-4ee67699ecd0,NovaStar Group,priya.campbell541@enterprise.com,Priya,Campbell,2026-05-05,0,8,26,163,5,3,2,0,1,0,8,1.0,1.1428571428571428,32,True,1077.0,19,2026-05
907,394115cb-66b5-43ba-b01e-936bc8844ea4,NovaStar Group,barbara.baker577@gmail.com,Barbara,Baker,2026-05-05,4,4,18,551,4,10,0,11,5,0,6,1.0,0.5714285714285714,75,True,413.0,19,2026-05
908,a7397916-f32e-42b0-9b74-8c72c9a2d5f0,NovaStar Group,meena.mehta974@techcorp.net,Meena,Mehta,2026-05-05,5,16,17,220,5,8,3,8,3,1,40,0.75,2.2857142857142856,85,True,299.0,19,2026-05
909,aece4a6e-f28b-454d-8b08-b264e056864c,NovaStar Group,sarah.johnson957@business.org,Sarah,Johnson,2026-05-05,0,3,13,168,1,1,1,0,1,2,9,0.3333333333333333,0.42857142857142855,11,True,1457.0,19,2026-05
910,caf7f95b-4b1a-4472-a2f1-744bb87086eb,NovaStar Group,michael.johnson500@yahoo.com,Michael,Johnson,2026-05-05,0,2,4,165,2,5,0,0,2,3,13,0.4,0.2857142857142857,18,True,1336.0,19,2026-05
911,d862efbb-0422-4c8f-9165-aa6f9bb56db6,NovaStar Group,sophia.taylor954@yahoo.com,Sophia,Taylor,2026-05-05,4,4,11,635,1,6,1,1,1,6,18,0.14285714285714285,0.5714285714285714,39,True,944.0,19,2026-05
912,2279138c-81b6-4d68-bf35-76a43af8b822,NovaStar Group,arun.rodriguez10@gmail.com,Arun,Rodriguez,2026-05-05,3,7,17,145,0,8,0,0,4,3,4,0.5714285714285714,1.0,32,True,1077.0,19,2026-05
913,b028fba6-dd8d-4e31-8bd7-6d9ba8a0268a,NovaStar Group,barbara.kim852@salesteam.co,Barbara,Kim,2026-05-05,3,6,8,481,9,0,1,0,1,7,18,0.125,0.8571428571428571,45,True,845.0,19,2026-05
914,c220f39a-b60c-455e-a33b-7f36517e3e60,NovaStar Group,emma.williams13@business.org,Emma,Williams,2026-05-05,0,1,7,7,17,7,0,24,1,5,8,0.16666666666666666,0.14285714285714285,114,True,97.0,19,2026-05
915,5697c776-62b6-4608-aa60-c783febae231,NovaStar Group,mia.taylor355@enterprise.com,Mia,Taylor,2026-05-05,1,1,18,316,6,4,2,6,2,0,0,1.0,0.14285714285714285,54,True,711.0,19,2026-05
916,702e41c2-891c-40c9-8ea8-d7283de8a9fe,NovaStar Group,sarah.garcia516@gmail.com,Sarah,Garcia,2026-05-05,7,11,37,1318,3,5,3,1,2,0,26,1.0,1.5714285714285714,66,True,533.0,19,2026-05
917,0e34cce3-9a88-4557-a744-bca6e8ad0b70,NovaStar Group,anjali.jackson346@techcorp.net,Anjali,Jackson,2026-05-05,0,1,5,8,1,0,0,0,0,0,5,0.0,0.14285714285714285,3,True,1583.0,19,2026-05
918,c70a7522-0afd-41df-9287-22d4113abb58,NovaStar Group,mary.adams82@enterprise.com,Mary,Adams,2026-05-05,3,4,14,24,6,3,0,8,0,6,9,0.0,0.5714285714285714,52,True,741.0,19,2026-05
919,7b7e50dc-7988-4346-b7c7-f73ac05a7396,NovaStar Group,barbara.shah159@business.org,Barbara,Shah,2026-05-05,2,9,17,821,11,1,2,8,0,2,27,0.0,1.2857142857142858,69,True,492.0,19,2026-05
920,d93b616a-c582-4c8c-8000-ac8681d4c1d9,NovaStar Group,priya.jones423@startup.ai,Priya,Jones,2026-05-05,3,6,11,594,6,5,2,4,4,4,10,0.5,0.8571428571428571,62,True,595.0,19,2026-05
921,95b0487b-d6d9-4170-b097-056d1fb019c2,NovaStar Group,barbara.taylor550@salesteam.co,Barbara,Taylor,2026-05-05,3,14,41,147,18,6,0,12,1,1,1,0.5,2.0,103,True,159.0,19,2026-05
922,78cf1f86-25a9-4845-9036-7c53a3474a88,NovaStar Group,isabella.campbell129@techcorp.net,Isabella,Campbell,2026-05-05,1,9,49,321,6,12,0,16,1,2,2,0.3333333333333333,1.2857142857142858,79,True,370.0,19,2026-05
923,a6434a9a-0556-40aa-b13d-c5d6879d70de,NovaStar Group,arjun.adams685@gmail.com,Arjun,Adams,2026-05-05,2,7,17,199,5,6,1,4,2,3,3,0.4,1.0,50,True,772.0,19,2026-05
924,34bc9c43-7301-4271-aca6-aa2a469bd44c,NovaStar Group,patricia.joshi744@enterprise.com,Patricia,Joshi,2026-05-05,1,1,4,29,0,0,1,0,0,0,0,0.0,0.14285714285714285,9,True,1498.0,19,2026-05
925,8c28959d-13d2-453a-bc26-269d03e6b6b8,NovaStar Group,oliver.evans570@gmail.com,Oliver,Evans,2026-05-05,0,5,23,109,0,2,1,1,2,4,13,0.3333333333333333,0.7142857142857143,13,True,1419.0,19,2026-05
926,20925bda-1b2c-4015-acad-9beb7eb70b15,NovaStar Group,emma.jones479@gmail.com,Emma,Jones,2026-05-05,0,6,22,137,14,3,0,2,4,0,12,1.0,0.8571428571428571,56,True,684.0,19,2026-05
927,0c5c40e6-25af-4460-8b7f-ba3c41dadf27,NovaStar Group,sophia.johnson175@yahoo.com,Sophia,Johnson,2026-05-05,2,4,20,71,5,1,0,4,0,0,8,0.0,0.5714285714285714,33,True,1062.0,19,2026-05
928,7a40867e-c863-4be0-9b69-730e60dc20ff,NovaStar Group,lisa.campbell712@crm.app,Lisa,Campbell,2026-05-05,4,7,32,311,12,6,2,4,5,3,4,0.625,1.0,87,True,281.0,19,2026-05
929,87c56d37-46fc-4b27-9b2b-bef2d540fc32,NovaStar Group,ava.kumar867@salesteam.co,Ava,Kumar,2026-05-05,0,5,24,161,6,0,1,2,4,6,6,0.4,0.7142857142857143,31,True,1101.0,19,2026-05
930,79463cf3-32d1-4c93-9545-33bb3ec29fa6,Openwave Solutions,william.davis902@yahoo.com,William,Davis,2026-05-05,0,5,8,130,1,4,2,5,2,3,39,0.4,0.7142857142857143,33,True,1062.0,19,2026-05
931,9c26d006-196b-4752-b517-688c0ab3a4fa,Openwave Solutions,logan.rodriguez487@yahoo.com,Logan,Rodriguez,2026-05-05,1,13,56,731,1,1,2,1,1,1,25,0.5,1.8571428571428572,22,True,1256.0,19,2026-05
932,e7ba4ffa-99f9-4138-ac55-0e3aedb9a7b1,Openwave Solutions,jennifer.anderson2@gmail.com,Jennifer,Anderson,2026-05-05,7,7,12,308,13,6,3,4,4,4,12,0.5,1.0,106,True,136.0,19,2026-05
933,c39dfd36-34fd-482e-9ab8-80cba1c7d854,Paragon Systems,linda.kim693@business.org,Linda,Kim,2026-05-05,3,3,10,158,9,3,3,6,1,4,9,0.2,0.42857142857142855,73,True,439.0,19,2026-05
934,8861bd19-d7bb-4f56-9c99-b3251c524c25,Paragon Systems,oliver.carter447@crm.app,Oliver,Carter,2026-05-05,1,1,13,148,5,1,1,1,1,6,8,0.14285714285714285,0.14285714285714285,29,True,1137.0,19,2026-05
935,099bb7f3-20db-4c11-b023-4dba59df3776,Paragon Systems,michael.lopez390@crm.app,Michael,Lopez,2026-05-05,1,3,26,177,6,5,1,11,0,1,17,0.0,0.42857142857142855,59,True,641.0,19,2026-05
936,43c7cac2-6907-4ae8-b39f-2a0af3a0f64f,Paragon Systems,lisa.anderson227@gmail.com,Lisa,Anderson,2026-05-05,3,12,22,79,2,7,2,7,3,6,27,0.3333333333333333,1.7142857142857142,59,True,641.0,19,2026-05
937,a13409a9-a7ca-4b92-ad94-b77e656dd36e,Paragon Systems,mary.wilson150@company.io,Mary,Wilson,2026-05-05,3,8,11,422,5,6,1,1,0,4,15,0.0,1.1428571428571428,46,True,831.0,19,2026-05
938,7ad6edb2-9591-4b74-aeb8-14665be23478,Paragon Systems,robert.jones491@company.io,Robert,Jones,2026-05-05,8,21,41,424,1,11,3,3,4,1,1,0.8,3.0,82,True,342.0,19,2026-05
939,bd45b857-7d9a-4645-b476-7849dfcd0ca9,Paragon Systems,elijah.liu143@salesteam.co,Elijah,Liu,2026-05-05,2,6,30,57,2,2,0,3,0,4,12,0.0,0.8571428571428571,24,True,1222.0,19,2026-05
940,ce87bc6e-8feb-4fbd-8798-8cbcbb2ad3d2,Paragon Systems,meena.harris734@outlook.com,Meena,Harris,2026-05-05,0,4,4,585,0,8,0,4,1,2,15,0.3333333333333333,0.5714285714285714,25,True,1208.0,19,2026-05
941,aaacfd51-9454-4517-8daa-b7a2cc0a0f97,Paragon Systems,oliver.brown14@company.io,Oliver,Brown,2026-05-05,1,1,16,918,9,2,2,0,4,6,14,0.4,0.14285714285714285,49,True,784.0,19,2026-05
942,42cf5348-2cc4-44a2-bad7-aac2a463eb64,Paragon Systems,vikram.liu483@enterprise.com,Vikram,Liu,2026-05-05,0,0,3,66,0,1,0,0,1,1,1,0.5,0.0,3,True,1583.0,19,2026-05
943,df501bde-d81c-47e9-958d-b8e4711384e8,Paragon Systems,michael.gonzalez126@techcorp.net,Michael,Gonzalez,2026-05-05,4,8,13,608,1,11,2,7,1,1,18,0.5,1.1428571428571428,66,True,533.0,19,2026-05
944,6b203bbc-94c0-4c9e-a43b-0dd6c290b444,Paragon Systems,linda.shah795@outlook.com,Linda,Shah,2026-05-05,3,3,62,185,0,4,2,4,4,1,45,0.8,0.42857142857142855,42,True,893.0,19,2026-05
945,374ca96e-cb53-4dab-b33a-f043efa92ce3,Paragon Systems,william.lopez624@company.io,William,Lopez,2026-05-05,4,4,26,272,1,1,2,0,2,4,14,0.3333333333333333,0.5714285714285714,33,True,1062.0,19,2026-05
946,0667f941-6a4d-400b-aca5-ddde8b27b939,Paragon Systems,kavya.iyer995@outlook.com,Kavya,Iyer,2026-05-05,1,10,12,113,6,8,2,12,4,2,12,0.6666666666666666,1.4285714285714286,76,True,399.0,19,2026-05
947,80a645d1-1db4-43a6-86ff-dbda413ea268,Paragon Systems,elijah.zhang910@salesteam.co,Elijah,Zhang,2026-05-05,5,14,41,448,11,6,0,7,1,3,3,0.25,2.0,80,True,362.0,19,2026-05
948,d2580a17-cf29-4d83-a585-1a9365630287,Paragon Systems,liam.sharma752@salesteam.co,Liam,Sharma,2026-05-05,5,5,20,812,9,12,2,10,4,4,14,0.5,0.7142857142857143,105,True,142.0,19,2026-05
949,67d9f6c5-27d7-47af-9c18-d508edd19c6b,Paragon Systems,linda.williams463@startup.ai,Linda,Williams,2026-05-05,3,3,9,930,9,8,1,1,4,5,8,0.4444444444444444,0.42857142857142855,66,True,533.0,19,2026-05
950,b62e0481-24e3-4407-a3df-57caa8fdb26a,Paragon Systems,arun.mehta520@company.io,Arun,Mehta,2026-05-05,2,2,16,578,14,12,0,21,7,0,24,1.0,0.2857142857142857,123,True,65.0,19,2026-05
951,5fdbd6fc-bc4b-45e6-9828-1edd8803560a,Paragon Systems,liam.wang224@startup.ai,Liam,Wang,2026-05-05,2,3,3,90,3,1,0,3,0,5,11,0.0,0.42857142857142855,25,True,1208.0,19,2026-05
952,65dc2b18-e7d7-46b6-9e88-b7fa36205ee4,Paragon Systems,charles.campbell462@outlook.com,Charles,Campbell,2026-05-05,0,6,6,272,1,0,0,1,2,2,2,0.5,0.8571428571428571,7,True,1533.0,19,2026-05
953,09c5056d-0310-4efa-bbc9-43a9afd19800,Paragon Systems,mason.moore819@business.org,Mason,Moore,2026-05-05,7,9,38,118,12,1,1,2,5,0,45,1.0,1.2857142857142858,80,True,362.0,19,2026-05
